order_number,status,matched_customer,order_status,delivery_date,total_amount,items,attempts,error,timestamp
CM0002153556,not_found,,,,,,195,,2025-09-29T18:58:00.766621
CM0002153557,not_found,,,,,,195,,2025-09-29T18:58:02.909375
CM0002153558,not_found,,,,,,195,,2025-09-29T18:58:05.476924
CM0002153559,not_found,,,,,,195,,2025-09-29T18:58:08.320748
CM0002153560,not_found,,,,,,195,,2025-09-29T18:58:11.109809
CM0002153561,not_found,,,,,,195,,2025-09-29T18:58:16.739163
CM0002153562,not_found,,,,,,195,,2025-09-29T18:58:22.035513
CM0002153563,not_found,,,,,,195,,2025-09-29T18:58:25.040973
CM0002153564,not_found,,,,,,195,,2025-09-29T18:58:28.102153
CM0002153565,not_found,,,,,,195,,2025-09-29T18:58:30.248772
CM0002153566,not_found,,,,,,195,,2025-09-29T18:58:32.369820
CM0002153567,not_found,,,,,,195,,2025-09-29T18:58:34.499794
CM0002153568,not_found,,,,,,195,,2025-09-29T18:58:36.634350
CM0002153569,not_found,,,,,,195,,2025-09-29T18:58:38.756183
CM0002153570,not_found,,,,,,195,,2025-09-29T18:58:40.873591
CM0002153571,not_found,,,,,,195,,2025-09-29T18:58:43.001440
CM0002153572,not_found,,,,,,195,,2025-09-29T18:58:45.327443
CM0002153573,not_found,,,,,,195,,2025-09-29T18:58:47.481273
CM0002153574,not_found,,,,,,195,,2025-09-29T18:58:53.186178
CM0002153575,not_found,,,,,,195,,2025-09-29T18:58:56.800475
CM0002153576,not_found,,,,,,195,,2025-09-29T18:58:59.215458
CM0002153577,not_found,,,,,,195,,2025-09-29T18:59:03.571125
CM0002153578,not_found,,,,,,195,,2025-09-29T18:59:06.064902
CM0002153579,not_found,,,,,,195,,2025-09-29T18:59:10.580320
CM0002153580,not_found,,,,,,195,,2025-09-29T19:00:43.831987
CM0002153581,not_found,,,,,,195,,2025-09-29T19:00:47.578440
CM0002153582,not_found,,,,,,195,,2025-09-29T19:00:53.390343
CM0002153583,not_found,,,,,,195,,2025-09-29T19:00:57.490679
CM0002153584,not_found,,,,,,195,,2025-09-29T19:01:01.450641
CM0002153585,not_found,,,,,,195,,2025-09-29T19:01:07.210421
CM0002153586,not_found,,,,,,195,,2025-09-29T19:01:12.020994
CM0002153587,not_found,,,,,,195,,2025-09-29T19:01:14.640970
CM0002153588,not_found,,,,,,195,,2025-09-29T19:01:16.763937
CM0002153589,not_found,,,,,,195,,2025-09-29T19:01:18.877770
CM0002153590,not_found,,,,,,195,,2025-09-29T19:01:20.989566
CM0002153591,not_found,,,,,,195,,2025-09-29T19:01:23.113894
CM0002153592,not_found,,,,,,195,,2025-09-29T19:01:25.240587
CM0002153593,not_found,,,,,,195,,2025-09-29T19:01:27.355594
CM0002153594,not_found,,,,,,195,,2025-09-29T19:01:29.479244
CM0002153595,not_found,,,,,,195,,2025-09-29T19:03:10.003409
CM0002153596,not_found,,,,,,195,,2025-09-29T19:03:12.129250
CM0002153597,not_found,,,,,,195,,2025-09-29T19:03:14.252285
CM0002153598,not_found,,,,,,195,,2025-09-29T19:03:16.376463
CM0002153599,not_found,,,,,,195,,2025-09-29T19:03:18.506479
CM0002153600,not_found,,,,,,195,,2025-09-29T19:03:20.631206
CM0002153601,not_found,,,,,,195,,2025-09-29T19:03:22.758067
CM0002153602,not_found,,,,,,195,,2025-09-29T19:03:24.897489
CM0002153603,not_found,,,,,,195,,2025-09-29T19:03:27.022242
CM0002153604,not_found,,,,,,195,,2025-09-29T19:03:29.145509
CM0002153605,not_found,,,,,,195,,2025-09-29T19:03:31.271500
CM0002153606,not_found,,,,,,195,,2025-09-29T19:03:33.383296
CM0002153607,not_found,,,,,,195,,2025-09-29T19:03:35.508053
CM0002153608,not_found,,,,,,195,,2025-09-29T19:03:37.634355
CM0002153609,not_found,,,,,,195,,2025-09-29T19:03:39.762254
CM0002153610,not_found,,,,,,195,,2025-09-29T19:03:41.889722
CM0002153611,not_found,,,,,,195,,2025-09-29T19:03:44.014487
CM0002153612,not_found,,,,,,195,,2025-09-29T19:03:46.138482
CM0002153613,not_found,,,,,,195,,2025-09-29T19:03:48.263612
CM0002153614,not_found,,,,,,195,,2025-09-29T19:03:50.388593
CM0002153615,not_found,,,,,,195,,2025-09-29T19:03:52.512740
CM0002153616,not_found,,,,,,195,,2025-09-29T19:03:54.640404
CM0002153617,not_found,,,,,,195,,2025-09-29T19:04:19.757438
CM0002153618,not_found,,,,,,195,,2025-09-29T19:04:21.883012
CM0002153619,not_found,,,,,,195,,2025-09-29T19:04:24.009088
CM0002153620,not_found,,,,,,195,,2025-09-29T19:04:26.136681
CM0002153621,not_found,,,,,,195,,2025-09-29T19:04:28.261907
CM0002153622,not_found,,,,,,195,,2025-09-29T19:04:30.388014
CM0002153623,not_found,,,,,,195,,2025-09-29T19:04:32.512129
CM0002153624,not_found,,,,,,195,,2025-09-29T19:04:34.634983
CM0002153625,not_found,,,,,,195,,2025-09-29T19:04:36.761333
CM0002153626,not_found,,,,,,195,,2025-09-29T19:04:38.879211
CM0002153627,not_found,,,,,,195,,2025-09-29T19:04:41.010141
CM0002153628,not_found,,,,,,195,,2025-09-29T19:04:43.139812
CM0002153629,not_found,,,,,,195,,2025-09-29T19:04:45.265399
CM0002153630,not_found,,,,,,195,,2025-09-29T19:04:47.391477
CM0002153631,not_found,,,,,,195,,2025-09-29T19:04:49.519341
CM0002153632,not_found,,,,,,195,,2025-09-29T19:04:51.644920
CM0002153633,not_found,,,,,,195,,2025-09-29T19:04:53.771012
CM0002153634,not_found,,,,,,195,,2025-09-29T19:04:55.897519
CM0002153635,not_found,,,,,,195,,2025-09-29T19:04:58.022063
CM0002153636,not_found,,,,,,195,,2025-09-29T19:05:00.146207
CM0002153637,not_found,,,,,,195,,2025-09-29T19:05:02.277377
CM0002153638,not_found,,,,,,195,,2025-09-29T19:05:04.403470
CM0002153639,not_found,,,,,,195,,2025-09-29T19:26:15.938565
CM0002153640,not_found,,,,,,195,,2025-09-29T19:26:22.742059
CM0002153641,not_found,,,,,,195,,2025-09-29T19:26:28.499452
CM0002153642,not_found,,,,,,195,,2025-09-29T19:26:31.915226
CM0002153643,not_found,,,,,,195,,2025-09-29T19:26:34.041724
CM0002153644,not_found,,,,,,195,,2025-09-29T19:26:36.153219
CM0002153645,not_found,,,,,,195,,2025-09-29T19:26:38.280442
CM0002153646,not_found,,,,,,195,,2025-09-29T19:26:40.428294
CM0002153647,not_found,,,,,,195,,2025-09-29T19:26:42.538197
CM0002153648,not_found,,,,,,195,,2025-09-29T19:26:44.663475
CM0002153649,not_found,,,,,,195,,2025-09-29T19:26:46.787794
CM0002153650,not_found,,,,,,195,,2025-09-29T19:26:48.915277
CM0002153651,not_found,,,,,,195,,2025-09-29T19:26:51.269621
CM0002153652,not_found,,,,,,195,,2025-09-29T19:26:53.391321
CM0002153653,not_found,,,,,,195,,2025-09-29T19:26:55.505118
CM0002153654,not_found,,,,,,195,,2025-09-29T19:26:57.646077
CM0002153655,not_found,,,,,,195,,2025-09-29T19:26:59.766249
CM0002153656,not_found,,,,,,195,,2025-09-29T19:27:02.150509
CM0002153657,not_found,,,,,,195,,2025-09-29T19:27:12.207486
CM0002153658,not_found,,,,,,195,,2025-09-29T19:27:14.351272
CM0002153659,not_found,,,,,,195,,2025-09-29T19:27:16.758171
CM0002153660,not_found,,,,,,195,,2025-09-29T19:27:18.895250
CM0002153661,not_found,,,,,,195,,2025-09-29T19:27:21.021385
CM0002153662,not_found,,,,,,195,,2025-09-29T19:27:23.157127
